ID;Genero;Estrato;Edad;Estado_civil;Jornada;Nivel_formacion;Sede;Codigo_programa;Esfuerzo_Semestre;Financiamiento;T_desempleo;Inflaccion;Clase;Semestre
13;Femenino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;39;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;21;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;42;Casado;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;26;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;36;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;31;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;37;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;37;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;40;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;3;34;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;21;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;3;35;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;45;Casado;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;26;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;35;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;29;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;22;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;26;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;33;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;3;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;47;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;30;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;37;Casado;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;26;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;38;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;34;Casado;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;23;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;39;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;49;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;34;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;30;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;44;Casado;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Casado;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;37;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;29;Casado;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;27;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;39;Casado;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;21;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;21;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;31;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;31;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;36;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;49;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;33;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;34;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;37;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;33;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;30;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;29;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;31;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;3;40;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;48;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;30;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;31;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;32;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;3;54;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;28;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;37;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;21;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;29;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;30;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;27;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;32;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;26;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;36;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;33;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;29;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;3;36;Casado;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;29;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;33;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;49;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;29;Casado;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;28;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;36;Union libre;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;39;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;27;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;27;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;29;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;27;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;57;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;30;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;36;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;3;43;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;40;Soltero;Distancia;Pregrado;CT LERIDA;PSID;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;30;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;21;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;3;26;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;24;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;26;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;33;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;26;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;26;Union libre;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;32;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;21;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;29;Union libre;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;22;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;22;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;23;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;AEMD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;24;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;1;25;Casado;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;23;Soltero;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
13;Masculino;2;25;Soltero;Distancia;Pregrado;CT LERIDA;COPD;4;Sin Credito;17;3,37;Continuo;20191
13;Femenino;1;38;Casado;Distancia;Pregrado;CT LERIDA;ASOD;4;Sin Credito;17;3,37;Continuo;20191
